Wall time,Step,Value
1493413921.784156,2,0.4736842215061188
1493413922.8312159,3,0.6459330320358276
1493413923.8762758,4,0.6746411323547363
1493413924.9213355,5,0.6812661290168762
1493413925.9653952,6,0.6831589937210083
1493413927.011455,7,0.6837899088859558
1493413928.0875165,8,0.6840265393257141
1493413929.1155753,9,0.6841239333152771
1493413930.162635,10,0.6841672658920288
1493413931.190694,11,0.6841877698898315
1493413932.236754,12,0.6841980218887329
1493413933.2808137,13,0.6842033863067627
1493413934.3118725,14,0.6842063069343567
1493413935.3569324,15,0.6842079758644104
1493413936.401992,16,0.6842089295387268
1493413937.4460518,17,0.6842095255851746
1493413938.4931116,18,0.6842098832130432
1493413939.5221705,19,0.6842101216316223
1493413940.5682304,20,0.6842102408409119
1493413941.6122901,21,0.6842103600502014
1493413942.6733508,22,0.6842104196548462
1493413943.7184105,23,0.684210479259491
1493413944.7804713,24,0.684210479259491
1493413945.824531,25,0.684210479259491
1493413946.85459,26,0.684210479259491
1493413947.9006498,27,0.684210479259491
1493413948.9447095,28,0.684210479259491
1493413949.9897692,29,0.684210479259491
1493413951.0348291,30,0.684210479259491
1493413952.0798888,31,0.684210479259491
1493413953.1099477,32,0.684210479259491
1493413954.1540074,33,0.684210479259491
1493413955.1850665,34,0.684210479259491
1493413956.2321262,35,0.684210479259491
1493413957.260185,36,0.684210479259491
1493413958.3042448,37,0.684210479259491
1493413959.3333037,38,0.684210479259491
1493413960.3803637,39,0.684210479259491
1493413961.4104226,40,0.684210479259491
1493413962.4384813,41,0.684210479259491
1493413963.4775407,42,0.684210479259491
1493413964.5146,43,0.684210479259491
1493413965.5516593,44,0.684210479259491
1493413966.6027195,45,0.684210479259491
1493413967.6337786,46,0.684210479259491
1493413968.6628373,47,0.684210479259491
1493413969.6918962,48,0.684210479259491
1493413970.737956,49,0.684210479259491
1493413971.768015,50,0.684210479259491
1493413972.7970738,51,0.684210479259491
1493413973.8271327,52,0.684210479259491
1493413974.8561916,53,0.684210479259491
1493413975.8862505,54,0.684210479259491
1493413976.9323103,55,0.684210479259491
1493413977.9613693,56,0.684210479259491
1493413978.990428,57,0.684210479259491
1493413980.021487,58,0.684210479259491
1493413981.0495458,59,0.684210479259491
1493413982.0806048,60,0.684210479259491
1493413983.1076634,61,0.684210479259491
1493413984.1397226,62,0.684210479259491
1493413985.1827822,63,0.684210479259491
1493413986.2148411,64,0.684210479259491
1493413987.258901,65,0.684210479259491
1493413988.3039608,66,0.684210479259491
1493413989.3490205,67,0.684210479259491
1493413990.3780794,68,0.684210479259491
1493413991.4081383,69,0.684210479259491
1493413992.4381971,70,0.684210479259491
1493413993.467256,71,0.684210479259491
1493413994.497315,72,0.684210479259491
1493413995.5263739,73,0.684210479259491
1493413996.5564327,74,0.684210479259491
1493413997.5854917,75,0.684210479259491
1493413998.6155505,76,0.684210479259491
1493413999.6436093,77,0.684210479259491
1493414000.6756682,78,0.684210479259491
1493414001.718728,79,0.684210479259491
1493414002.749787,80,0.684210479259491
1493414003.7788458,81,0.684210479259491
1493414004.808905,82,0.684210479259491
1493414005.8379636,83,0.6947367787361145
1493414006.8680224,84,0.7042104601860046
1493414007.9150825,85,0.7127367854118347
1493414008.958142,86,0.7204104661941528
1493414009.987201,87,0.7273167967796326
1493414011.01826,88,0.7335324883460999
1493414012.0463188,89,0.7391266226768494
1493414013.0753777,90,0.7441613078117371
1493414014.1064365,91,0.7486925721168518
1493414015.1344953,92,0.7527706623077393
1493414016.1815553,93,0.7564409971237183
1493414017.228615,94,0.7597442865371704
1493414018.257674,95,0.7627172470092773
1493414019.2857327,96,0.7706560492515564
1493414020.3137915,97,0.777800977230072
1493414021.3438506,98,0.784231424331665
1493414022.3749094,99,0.7900187969207764
1493414023.4039683,100,0.7952274680137634
1493414024.4340272,101,0.7999152541160583
1493414025.4630861,102,0.8041342496871948
1493414026.492145,103,0.8079313635826111
1493414027.522204,104,0.8113487362861633
1493414028.5512626,105,0.8144243955612183
1493414029.5813217,106,0.8171924948692322
1493414030.6113806,107,0.824946939945221
1493414031.6404395,108,0.8319259285926819
1493414032.6714983,109,0.8382070064544678
1493414033.7005572,110,0.8491231799125671
1493414034.728616,111,0.8589476943016052
1493414035.773676,112,0.8677897453308105
1493414036.8197358,113,0.8757476210594177
1493414037.8497946,114,0.8829097151756287
1493414038.8788533,115,0.8893555998802185
1493414039.9089124,116,0.8951568603515625
1493414040.9529722,117,0.9003780484199524
1493414041.983031,118,0.9050770998001099
1493414043.01309,119,0.9093062281608582
1493414044.0451488,120,0.913112461566925
1493414045.0882087,121,0.9165380597114563
1493414046.1172676,122,0.9196211099624634
1493414047.1653273,123,0.9223958253860474
1493414048.2083871,124,0.9248930811882019
1493414049.2684476,125,0.9271405935287476
1493414050.2975066,126,0.92916339635849
1493414051.3285656,127,0.9309839010238647
1493414052.3746254,128,0.9326223731040955
1493414053.433686,129,0.9340969920158386
1493414054.4807458,130,0.9354241490364075
1493414055.5088046,131,0.9366185665130615
1493414056.5548644,132,0.9376935362815857
1493414057.599924,133,0.9386610388755798
1493414058.644984,134,0.9395318031311035
1493414059.674043,135,0.9403154850006104
1493414060.7191026,136,0.9410207867622375
1493414061.7651625,137,0.9416555762290955
1493414062.8102221,138,0.9422268867492676
1493414063.8402812,139,0.9427410364151001
1493414064.885341,140,0.9432038068771362
1493414065.9294007,141,0.9436202645301819
1493414066.9754605,142,0.9439950585365295
1493414068.0195203,143,0.9443324208259583
1493414069.06658,144,0.9446360468864441
1493414070.1106398,145,0.9449092745780945
1493414071.1546996,146,0.9451552033424377
1493414072.2007594,147,0.9453765153884888
1493414073.2308183,148,0.9455757141113281
1493414074.275878,149,0.9457550048828125
1493414075.305937,150,0.9459163546562195
1493414076.3509967,151,0.9460615515708923
1493414077.3960564,152,0.9461922645568848
1493414078.4411163,153,0.9463098645210266
1493414079.4711752,154,0.9464157223701477
1493414080.515235,155,0.9465109705924988
1493414081.546294,156,0.9465967416763306
1493414082.5903535,157,0.9466739296913147
1493414083.6214125,158,0.946743369102478
1493414084.6654723,159,0.9468058943748474
1493414085.7105322,160,0.9468621611595154
1493414086.741591,161,0.9469127655029297
1493414087.7856507,162,0.9469583630561829
1493414088.8307104,163,0.9469993710517883
1493414089.8757703,164,0.9470362663269043
1493414090.9218302,165,0.9470694661140442
1493414091.96789,166,0.9470993876457214
1493414093.0119498,167,0.9471262693405151
1493414094.0570095,168,0.947150468826294
1493414095.1020691,169,0.9471722841262817
1493414096.147129,170,0.9471918940544128
1493414097.1921887,171,0.9472095370292664
1493414098.2372487,172,0.9472254514694214
1493414099.2683074,173,0.9472397565841675
1493414100.3123672,174,0.947252631187439
1493414101.3424263,175,0.9472641944885254
1493414102.387486,176,0.9472746253013611
1493414103.416545,177,0.9525471925735474
1493414104.4776056,178,0.9572924971580505
1493414105.5076644,179,0.961563229560852
1493414106.5527241,180,0.9654068946838379
1493414107.581783,181,0.968866229057312
1493414108.627843,182,0.9719796180725098
1493414109.6729026,183,0.9747816324234009
1493414110.7179625,184,0.9773034453392029
1493414111.7480214,185,0.979573130607605
1493414112.7770803,186,0.9816158413887024
1493414113.82214,187,0.9834542870521545
1493414114.8671997,188,0.9851088523864746
1493414115.9132595,189,0.9865979552268982
1493414116.9753203,190,0.9879381656646729
1493414118.01738,191,0.9891443252563477
1493414119.0634396,192,0.9902299046516418
1493414120.0944986,193,0.9912069439888
1493414121.1385584,194,0.9920862317085266
1493414122.1836183,195,0.9928776025772095
1493414123.2136772,196,0.9935898184776306
1493414124.2587368,197,0.9942308664321899
1493414125.3037968,198,0.994807779788971
1493414126.3338556,199,0.9953269958496094
1493414127.3789153,200,0.9957942962646484
1493414128.423975,201,0.9962148666381836
1493414129.453034,202,0.9965933561325073
1493414130.4830928,203,0.9969339966773987
1493414131.5291526,204,0.9972406029701233
1493414132.5742126,205,0.9975165724754333
1493414133.6182723,206,0.9977649450302124
1493414134.649331,207,0.9979884624481201
1493414135.6933908,208,0.9981896281242371
1493414136.7234497,209,0.9983706474304199
1493414137.7705097,210,0.9985336065292358
1493414138.8135693,211,0.9986802339553833
1493414139.8586292,212,0.998812198638916
1493414140.9186897,213,0.9989309906959534
1493414141.9647496,214,0.9990379214286804
1493414143.0098095,215,0.9991341233253479
1493414144.055869,216,0.9992207288742065
1493414145.084928,217,0.999298632144928
1493414146.129988,218,0.9993687868118286
1493414147.1590466,219,0.9994319081306458
1493414148.2051065,220,0.9994887113571167
1493414149.2501664,221,0.999539852142334
1493414150.295226,222,0.9995858669281006
1493414151.325285,223,0.9996272921562195
1493414152.3703449,224,0.9996645450592041
1493414153.4154046,225,0.9996981024742126
1493414154.4444635,226,0.9997283220291138
1493414155.4895232,227,0.9997555017471313
1493414156.535583,228,0.9997799396514893
1493414157.5796428,229,0.9998019337654114
1493414158.6087017,230,0.9998217225074768
1493414159.6567614,231,0.9998395442962646
1493414160.7018213,232,0.9998555779457092
1493414161.7938838,233,0.9998700022697449
1493414162.8379436,234,0.9998829960823059
1493414163.8830032,235,0.9998946785926819
1493414164.913062,236,0.9999052286148071
1493414165.9571218,237,0.9999147057533264
1493414166.9871807,238,0.9999232292175293
1493414168.0332408,239,0.9999309182167053
1493414169.0773003,240,0.9999378323554993
1493414170.1233602,241,0.9999440312385559
1493414171.16842,242,0.9999496340751648
1493414172.2134798,243,0.9999547004699707
1493414173.2595396,244,0.9999592304229736
1493414174.2895985,245,0.9999632835388184
1493414175.3176572,246,0.9999669790267944
1493414176.363717,247,0.9999702572822571
1493414177.393776,248,0.9999732375144958
1493414178.4378357,249,0.9999759197235107
1493414179.4688947,250,0.9999783039093018
1493414180.4969535,251,0.9999804496765137
1493414181.5270126,252,0.9999824166297913
1493414182.571072,253,0.9999842047691345
1493414183.6011312,254,0.9999858140945435
1493414184.646191,255,0.9999872446060181
