Wall time,Step,Value
1494361373.4636066,2,0.5869565010070801
1494361374.4786644,3,0.6403162479400635
1494361375.4917226,4,0.6492094993591309
1494361376.5057805,5,0.6512618064880371
1494361377.5218387,6,0.6518481969833374
1494361378.5338964,7,0.6520436406135559
1494361379.5459545,8,0.6521169543266296
1494361380.5610125,9,0.652147114276886
1494361381.5750704,10,0.6521605253219604
1494361382.5901284,11,0.6521669030189514
1494361383.6021864,12,0.6521700620651245
1494361384.6172445,13,0.6521717309951782
1494361385.6333025,14,0.6521726250648499
1494361386.6453605,15,0.6521731615066528
1494361387.6584184,16,0.6521734595298767
1494361388.6734765,17,0.652173638343811
1494361389.6875343,18,0.6521737575531006
1494361390.7015924,19,0.6521738171577454
1494361391.7166505,20,0.6521738767623901
1494361392.7297084,21,0.6521738767623901
1494361393.7437663,22,0.6521738767623901
1494361394.7578244,23,0.6521738767623901
1494361395.7718823,24,0.6521738767623901
1494361396.7859404,25,0.6521738767623901
1494361397.7999983,26,0.6521738767623901
1494361398.8140564,27,0.6521738767623901
1494361399.8281145,28,0.6521738767623901
1494361400.8411725,29,0.6521738767623901
1494361401.8552303,30,0.6521738767623901
1494361402.8692884,31,0.6521738767623901
1494361403.8833463,32,0.6521738767623901
1494361404.8974044,33,0.6521738767623901
1494361405.9114623,34,0.6521738767623901
1494361406.9265203,35,0.6521738767623901
1494361407.9395783,36,0.6521738767623901
1494361408.9526362,37,0.6521738767623901
1494361409.9686944,38,0.6521738767623901
1494361410.9817524,39,0.6521738767623901
1494361411.9968104,40,0.6521738767623901
1494361413.0098684,41,0.6521738767623901
1494361414.0239265,42,0.6521738767623901
1494361415.0389845,43,0.6521738767623901
1494361416.0520425,44,0.6521738767623901
1494361417.0661004,45,0.6521738767623901
1494361418.0801585,46,0.6521738767623901
1494361419.0942163,47,0.6521738767623901
1494361420.1082745,48,0.6521738767623901
1494361421.1223323,49,0.6521738767623901
1494361422.1353903,50,0.6521738767623901
1494361423.1494484,51,0.6521738767623901
1494361424.1635063,52,0.6521738767623901
1494361425.1775644,53,0.6521738767623901
1494361426.1926224,54,0.6521738767623901
1494361427.2056804,55,0.6521738767623901
1494361428.2207384,56,0.6521738767623901
1494361429.2347963,57,0.6521738767623901
1494361430.2488544,58,0.6521738767623901
1494361431.2619123,59,0.6521738767623901
1494361432.2769704,60,0.6521738767623901
1494361433.2920284,61,0.6521738767623901
1494361434.3200872,62,0.6521738767623901
1494361435.3341453,63,0.6521738767623901
1494361436.3472033,64,0.6521738767623901
1494361437.3612611,65,0.6521738767623901
1494361438.3763194,66,0.6521738767623901
1494361439.3903773,67,0.6521738767623901
1494361440.4024353,68,0.6521738767623901
1494361441.4164932,69,0.6521738767623901
1494361442.4315512,70,0.6521738767623901
1494361443.4446092,71,0.6521738767623901
1494361444.4596672,72,0.6521738767623901
1494361445.4727252,73,0.6521738767623901
1494361470.262143,74,0.6521738767623901
1494361471.2772012,75,0.6521738767623901
1494361472.291259,76,0.6521738767623901
1494361473.304317,77,0.6521738767623901
1494361474.317375,78,0.6567239165306091
1494361475.3334332,79,0.669746458530426
1494361476.347491,80,0.6812891960144043
1494361477.360549,81,0.6915349960327148
1494361478.374607,82,0.7006423473358154
1494361479.388665,83,0.7088389992713928
1494361480.400723,84,0.716215968132019
1494361481.415781,85,0.7272030711174011
1494361482.430839,86,0.7370914816856384
1494361483.4468973,87,0.7503388524055481
1494361484.458955,88,0.7622615098953247
1494361485.472013,89,0.7729918956756592
1494361486.487071,90,0.7826492190361023
1494361487.500129,91,0.7913408279418945
1494361488.515187,92,0.799163281917572
1494361489.544246,93,0.8062034845352173
1494361490.559304,94,0.8125396370887756
1494361491.5863626,95,0.8182421922683716
1494361492.6024208,96,0.8233745098114014
1494361493.6154788,97,0.8279935717582703
1494361494.6295369,98,0.8321507573127747
1494361495.6435947,99,0.8358922004699707
1494361496.6586528,100,0.8392595052719116
1494361497.6717107,101,0.8422901034355164
1494361498.6867688,102,0.8450176119804382
1494361499.6998267,103,0.8474723696708679
1494361500.7148848,104,0.8496816754341125
1494361501.7269428,105,0.8560178875923157
1494361502.7410007,106,0.8617204427719116
1494361503.7550588,107,0.8668527603149414
1494361504.7701168,108,0.8714718222618103
1494361505.784175,109,0.8756290078163147
1494361506.7972326,110,0.8793704509735107
1494361507.8112907,111,0.8827377557754517
1494361508.8423498,112,0.8857683539390564
1494361509.8564076,113,0.8884958624839783
1494361510.8694656,114,0.890950620174408
1494361511.8855238,115,0.8931599259376526
1494361512.8985817,116,0.8951482772827148
1494361513.9116397,117,0.8969377875328064
1494361514.9256976,118,0.9028961658477783
1494361515.9387555,119,0.9082587361335754
1494361516.9538136,120,0.9130850434303284
1494361517.9668715,121,0.917428731918335
1494361518.9819295,122,0.9213380217552185
1494361519.9949875,123,0.924856424331665
1494361521.0090456,124,0.9280229806900024
1494361522.0231037,125,0.9308728575706482
1494361523.0381618,126,0.9334377646446228
1494361524.0532198,127,0.9357461929321289
1494361525.0812786,128,0.9378237724304199
1494361526.0943365,129,0.9396935701370239
1494361527.1083944,130,0.9413763880729675
1494361528.1224525,131,0.9428909420967102
1494361529.1365106,132,0.9442540407180786
1494361530.1515684,133,0.9454808235168457
1494361531.1656265,134,0.946584939956665
1494361532.1796844,135,0.9475786089897156
1494361533.1937425,136,0.9484729170799255
1494361534.2078004,137,0.9492778182029724
1494361535.2208586,138,0.9500021934509277
1494361536.2349164,139,0.950654149055481
1494361537.2499745,140,0.9512408971786499
1494361538.2620325,141,0.9517689943313599
1494361539.2780905,142,0.9522442817687988
1494361540.2891483,143,0.952672004699707
1494361541.3052065,144,0.9530569911003113
1494361542.3202646,145,0.9534034729003906
1494361543.3333225,146,0.9537153244018555
1494361544.3473804,147,0.953995943069458
1494361545.3624384,148,0.9542485475540161
1494361546.3744965,149,0.9544758796691895
1494361547.3885543,150,0.9112021923065186
1494361548.4056127,151,0.9200819730758667
1494361549.4326713,152,0.923725962638855
1494361550.4477293,153,0.9313533902168274
1494361551.4617875,154,0.9382180571556091
1494361552.4748454,155,0.9443962574005127
1494361553.4889033,156,0.9499566555023193
1494361554.5029614,157,0.9549610018730164
1494361555.5170193,158,0.9594649076461792
1494361556.5310774,159,0.9635184407234192
1494361557.5441353,160,0.9671666026115417
1494361558.5591934,161,0.9704499244689941
1494361559.5732512,162,0.9734049439430237
1494361560.5863092,163,0.9760644435882568
1494361561.6003673,164,0.9784579873085022
1494361562.6154253,165,0.9806122183799744
1494361563.6284833,166,0.9825509786605835
1494361564.6425414,167,0.9842959046363831
1494361565.6565993,168,0.9858663082122803
1494361566.6706574,169,0.9872796535491943
1494361567.6847153,170,0.988551676273346
1494361568.6987734,171,0.9896965026855469
1494361569.7128313,172,0.9907268285751343
1494361570.7278893,173,0.9916541576385498
1494361571.7419474,174,0.9924887418746948
1494361572.7550054,175,0.9932398796081543
1494361573.7680633,176,0.9939159154891968
1494361574.7831213,177,0.9945243000984192
1494361575.7971792,178,0.9950718879699707
1494361576.8102372,179,0.9955646991729736
1494361577.8242953,180,0.9960082173347473
1494361578.8383532,181,0.9964073896408081
1494361579.8524113,182,0.9967666268348694
1494361580.8664691,183,0.9970899820327759
1494361581.8805273,184,0.9973809719085693
1494361582.905586,185,0.9976428747177124
1494361583.9246442,186,0.9630959630012512
1494361584.953703,187,0.9667863845825195
1494361585.967761,188,0.9701077342033386
1494361586.981819,189,0.9730969667434692
1494361587.995877,190,0.9757872819900513
1494361589.0129352,191,0.9782085418701172
1494361590.023993,192,0.9803876876831055
1494361591.039051,193,0.9823489189147949
1494361592.052109,194,0.9841140508651733
1494361593.067167,195,0.985702633857727
1494361594.0812252,196,0.9871323704719543
1494361595.094283,197,0.9884191155433655
1494361596.1093411,198,0.9895772337913513
1494361597.122399,199,0.9906195402145386
1494361598.136457,200,0.9915575981140137
